Name,Image Path,Type 1,Type 2,Description
Shiinotic,pokemon_images/Shiinotic.jpg,Grass,Fairy,"A whimsical cartoon mushroom character with a large, multi-colored cap in shades of purple and green, a smiling face, and simple, cheerful body features, embodying a playful and friendly demeanor."
Shinx,pokemon_images/Shinx.jpg,Electric,,"a cute blue and black cartoon creature with star-shaped ears and a tail, big round eyes, and a playful expression, standing in a cheerful pose"
Shroodle,pokemon_images/Shroodle.jpg,Poison,Normal,"A cute, cartoonish creature resembling a small animal with a rounded body, large green eyes, and a distinctive nose. It has a glossy black and blue color scheme, with a small white tuft on its head. The creature's expression exudes curiosity and playfulness, making it appear friendly and approachable."
Shroomish,pokemon_images/Shroomish.jpg,Grass,,"A round, fluffy creature with a cream-colored body and large, light blue spots, featuring a simple, expressionless face. Its body resembles a combination of a marshmallow and a mushroom, with small appendages resembling leaves or fins. The overall appearance is cute and cartoonish."
Shuckle,pokemon_images/Shuckle.jpg,Bug,Rock,"A cartoonish creature with a round, red shell covered in large white spots, four yellow limbs extending from the shell, and a long, thin neck with a small yellow head on top. The character has an expression of slight bewilderment, embodying a whimsical and playful design."
Shuppet,pokemon_images/Shuppet.jpg,Ghost,,"cartoon-style character, dark gray with a pointed head, large yellow and blue eyes, mischievous expression, simplistic design, floating appearance, whimsical and playful vibe"
Sigilyph,pokemon_images/Sigilyph.jpg,Psychic,Flying,"""Colorful bird-like creature with large, ornate wings displaying red, blue, and yellow patterns, circular body with tribal designs and multiple appendages, inspired by ancient art styles, whimsical and playful character."""
Silcoon,pokemon_images/Silcoon.jpg,Bug,,"A small, round, spiky creature with a white exterior and a single red eye, cartoonish style, simple lines, and a whimsical appearance."
Silicobra,pokemon_images/Silicobra.jpg,Ground,,"""An animated character resembling a small, cartoonish snake with a unique color pattern featuring earthy tones. It has a round head with large green eyes, small spots along its body, and a slightly curved tail, conveying a whimsical and playful expression."""
Silvally,pokemon_images/Silvally.jpg,Normal,,"""An anthropomorphic creature resembling a wolf with a large, elaborate white mane and feather-like structures on its head, featuring a mixture of black and green fur, sharp claws, and a long, fin-like tail. The creature has a fierce expression with red accents on its face, embodying a mythical and powerful essence."""
Simipour,pokemon_images/Simipour.jpg,Water,,"A cartoonish lion with a light blue mane and ears, a playful expression, and a yellow body, standing with one paw raised in a friendly gesture. The character has big, round eyes and a tail with a tuft at the end."
Simisage,pokemon_images/Simisage.jpg,Grass,,"""An anthropomorphic green monkey-like creature with large ears and a mischievous expression, featuring a tuft of leaf-like hair on its head, a fluffy white collar, and a confident pose with one thumb raised."""
Simisear,pokemon_images/Simisear.jpg,Fire,,"""Cartoon monkey-like creature with red fur, large ears, a curly tuft of hair, and a playful expression, standing with arms outstretched."""
Sinistea,pokemon_images/Sinistea.jpg,Ghost,,"A whimsical cartoon-style teacup with a smiling face, featuring a light blue body with decorative swirls, a purple handle, and purple liquid spilling over the edge."
Sirfetch'd,pokemon_images/Sirfetch'd.jpg,Fighting,,"A cartoon-style anthropomorphic bird character with a sword and leafy arm, standing confidently. The bird has white feathers, a small crest on its head, and sharp, focused eyes. The sword is elongated and green, reminiscent of a plant. Leafy appendage on one side adds a whimsical touch, creating a fusion between nature and combat."
Sizzlipede,pokemon_images/Sizzlipede.jpg,Fire,Bug,"""Cartoonish serpent creature with a long, segmented body, featuring a red and brown color scheme, sharp spikes along its sides, and fierce yellow eyes, exuding a menacing aura."""
Skarmory,pokemon_images/Skarmory.jpg,Steel,Flying,"""An armored, metallic dragon Pokémon with a silver body, red wings, and sharp features, flying in mid-air with a fierce expression."""
Skeledirge,pokemon_images/Skeledirge.jpg,Fire,Ghost,"A colorful, cartoonish dragon-like creature with a large, fiery head and vibrant patterns, lying on its stomach. Its body is predominantly red and white, with black and orange details, giving it a fierce expression. Flames erupt from its head, adding a dynamic and intense look."
Skiddo,pokemon_images/Skiddo.jpg,Grass,,"A playful, cartoonish goat Pokémon with a fluffy green mane, brown body, and vibrant orange hooves, running joyfully in a whimsical style."
Skiploom,pokemon_images/Skiploom.jpg,Grass,Flying,"A cute green creature with a round body, large floppy ears, and a yellow flower on its head, characterized by cheerful red eyes and a friendly expression."
Skitty,pokemon_images/Skitty.jpg,Normal,,"Cute cartoon creature with pink fur, large ears, and a happy expression, resembling a small cat or kitten, with a long tail and antenna-like features, in a playful pose."
Skorupi,pokemon_images/Skorupi.jpg,Poison,Bug,"A small, cartoonish blue scorpion-like creature with large claws and bright teal eyes, featuring a segmented tail and horn-like structures on its head."
Skrelp,pokemon_images/Skrelp.jpg,Poison,Water,"""An aquatic creature resembling a seahorse, with a brown body, prominent blue fins, and a playful expression, set against a plain white background."""
Skuntank,pokemon_images/Skuntank.jpg,Poison,Dark,"A stylized illustration of a purple skunk-like creature with a white stripe and an expressive face, showcasing a dynamic pose that highlights its spiky fur and sharp claws, set against a simple background."
Skwovet,pokemon_images/Skwovet.jpg,Normal,,"A cute, cartoon-style squirrel with a round face and big cheeks, standing in a playful pose. The squirrel has a fluffy tail and a soft gray-brown color, with a small orange nose and expressive eyes. The background is plain to emphasize the character's adorable features."
Slaking,pokemon_images/Slaking.jpg,Normal,,"""Lazy cartoon character resembling a large, relaxed sloth with a fluffy white beard, a pink snout, and a laid-back expression, lounging comfortably on a surface."""
Slakoth,pokemon_images/Slakoth.jpg,Normal,,"Sloth-like creature with a relaxed expression, predominantly beige fur, brown stripes on its back, and a round face with large eyes and a small pink nose, lying down in a casual pose."
Sliggoo,pokemon_images/Sliggoo.jpg,Dragon,,"Cute purple snail-like creature with large green eyes, antennae, and a friendly expression. It has a shiny, slimy body with lavender and green spots, evoking a playful and whimsical atmosphere."
Slither Wing,pokemon_images/Slither Wing.jpg,Bug,Fighting,"Fluffy, colorful creature with vibrant red and orange spikes, large eyes, and a fluffy white body. Its tail resembles aquatic features, blending in shades of blue and green. The creature has a dynamic and playful appearance, evoking a sense of whimsy and energy."
Slowbro,pokemon_images/Slowbro.jpg,Water,Psychic,"A playful pink Pokémon with a round body and a cheerful expression, sitting atop a blue, spiky creature, showcasing a whimsical and fantasy-inspired design, bright vivid colors, and a cartoonish style."
Slowking,pokemon_images/Slowking.jpg,Water,Psychic,"A cartoon character resembling a pink, frog-like creature stands proudly, wearing a comical crown adorned with a red jewel and a large, frilled collar. The character has large round eyes and a playful expression, adding to its whimsical charm."
Slowpoke,pokemon_images/Slowpoke.jpg,Water,Psychic,"A playful pink aquatic creature with a round body, large eyes, and a happy expression, featuring a curled tail and distinctively shaped face, resembling a cartoonish character from a fantasy world."
Slugma,pokemon_images/Slugma.jpg,Fire,,"""Cartoon-style, slimy creature with a reddish color, large expressive eyes, and dripping features; it has a quirky and whimsical appearance, with a body resembling goo and small fins or appendages on the top."""
Slurpuff,pokemon_images/Slurpuff.jpg,Fairy,,"A cute, round Pokemon with a pink and white color scheme, featuring fluffy hair and a red orb on top of its head, smiling with a playful expression."
Smeargle,pokemon_images/Smeargle.jpg,Normal,,"A playful, cream-colored monkey-like creature with a rounded head, large eyes, and a green, leaf-like tail. It has brown stripes around its arms and body, appearing cheerful and energetic."
Smoliv,pokemon_images/Smoliv.jpg,Grass,Normal,"""Cartoonish cute green creature resembling a playful but shy pear, with large eyes, a small mouth with a frown, and a single olive on top, adorned with green leaves."""
Smoochum,pokemon_images/Smoochum.jpg,Ice,Psychic,"""Cartoon character with a round pink body, large green eyes, a small beak, and a distinctive blonde hairstyle, standing confidently with hands on hips."""
Sneasel,pokemon_images/Sneasel.jpg,Dark,Ice,"""An energetic, cartoon-style creature with a teal body, long pink ears, and sharp claws, leaping with a playful expression. The character has a round, yellow gem on its forehead and a tufted tail, embodying a sense of agility and mischief."""
Sneasler,pokemon_images/Sneasler.jpg,Fighting,Poison,"""Sleek, blue, anthropomorphic creature with a mischievous expression, large, clawed hands, and a distinct tail. It features triangular markings on its head and chest, exuding a mysterious aura."""
Snivy,pokemon_images/Snivy.jpg,Grass,,"A green, serpentine Pokémon with a sleek body, large expressive eyes, and leafy patterns on its head and back, standing confidently with a slightly tilted posture."
Snom,pokemon_images/Snom.jpg,Ice,Bug,"Cute cartoon character resembling a soft, rounded creature with a spiky, icy blue exterior and a large, featureless white face, sitting in a relaxed position."
Snorlax,pokemon_images/Snorlax.jpg,Normal,,"A plump, sleeping blue bear-like creature with a large, cream-colored belly, short limbs, and a relaxed expression, featuring pointed ears and a few spikes on its paws, embodying a gentle, sleepy demeanor."
Snorunt,pokemon_images/Snorunt.jpg,Ice,,"A small, round creature with a black body and a wide, toothy grin, partially covered by a pointed hood made of a yellowish fabric. It has blue eyes peeking out from beneath the hood, with two sturdy black limbs visible at the bottom. The overall look is whimsical and playful, resembling a character from a fantasy or animated series."
Snover,pokemon_images/Snover.jpg,Grass,Ice,"A small, whimsical creature resembling a snowman, with a round brown body, a conical white hat, and green leaf-like arms. It has big, expressive eyes and is set against a simple background, exuding a playful and cheerful vibe."
Snubbull,pokemon_images/Snubbull.jpg,Fairy,,"A cute pink Pokémon with large ears and a round nose, wearing a polka-dotted outfit and expressing a playful demeanor as it leaps forward. Its character is lively and energetic, featuring a mischievous grin and small teeth."
Sobble,pokemon_images/Sobble.jpg,Water,,"A small, blue, amphibious Pokémon with large, expressive eyes and a yellow fin on its head, sitting in a surprised pose. It has a round body and a long tail with blue spots, evoking a sense of curiosity and innocence."
Solgaleo,pokemon_images/Solgaleo.jpg,Psychic,Steel,"A majestic, powerful creature resembling a lion with a white and gold mane, fierce blue eyes, and a muscular body. The creature stands proudly with an open mouth, showcasing sharp teeth, and features stylized markings in vivid colors, embodying strength and nobility."
Solosis,pokemon_images/Solosis.jpg,Psychic,,"A round, cartoonish character with a light green body and a happy expression. Its face features large, round eyes and a small beak, complemented by a cute swirl of hair on top. The background is a soft green circle, giving a playful and cheerful vibe."
Solrock,pokemon_images/Solrock.jpg,Rock,Psychic,"""Cartoon sun-like creature with a round, orange body and yellow, spiky protrusions, featuring large, cartoonish eyes and a playful expression, set against a simple background."""
Spearow,pokemon_images/Spearow.jpg,Normal,Flying,"A detailed label for the image could be: ""A cartoon-style illustration of a small, feathered bird with a prominent brown spiky crest, large eyes, and a red and beige color scheme. The bird has a fierce expression, sharp claws, and a round body, reminiscent of a fantasy or animated character."""
Spectrier,pokemon_images/Spectrier.jpg,Ghost,,"A mystical black horse with long, flowing purple mane and tail, standing gracefully, with ethereal wisps emanating from its body, illustrated in a whimsical anime style."
Spewpa,pokemon_images/Spewpa.jpg,Bug,,"""Fluffy creature with a round head, large eyes, and a white body, featuring a spiky tail and small colorful particles around it, resembling a whimsical Pokémon character."""
Spheal,pokemon_images/Spheal.jpg,Ice,Water,"A cute, round blue creature with a big smile, featuring large eyes, two white tusks, and a smooth belly. It has playful spots and a rounded tail, exuding a friendly and whimsical vibe."
Spidops,pokemon_images/Spidops.jpg,Bug,,"""Cartoonish green robot with insect-like features, large eyes, and mechanical limbs, manipulating a geometric shape with a playful expression."""
Spinarak,pokemon_images/Spinarak.jpg,Bug,Poison,"A cute, cartoonish green spider-like creature with large eyes, a small horn on its head, and colorful yellow and blue legs. It has a friendly expression and a rounded body, reminiscent of animated characters in a playful style."
Spinda,pokemon_images/Spinda.jpg,Normal,,"Cute cartoon character with large ears, round body, and spiral eyes, featuring a pink and white color scheme, displaying a cheerful and playful expression."
Spiritomb,pokemon_images/Spiritomb.jpg,Ghost,Dark,"A whimsical and eerie pink spirit orb with green orbs surrounding a mischievous face, exuding a playful yet sinister aura, set on a simple beige base."
Spoink,pokemon_images/Spoink.jpg,Psychic,,"Cute cartoon character resembling a round, gray pig with a spring body and a bubble on top, blushing cheeks, playful and whimsical design."
Sprigatito,pokemon_images/Sprigatito.jpg,Grass,,"A cute, cartoonish green cat-like creature with large expressive pink eyes, fluffy ears, and a playful smile. It's predominantly light green with darker green accents on its forehead and around its neck. The character has a small, fluffy tail and an overall cheerful demeanor, set against a plain background."
Spritzee,pokemon_images/Spritzee.jpg,Fairy,,"A cute, pink bird-like creature with a large white beak and big orange eye, featuring a fluffy feathered body and playful expression, set against a simple background."
Squawkabilly,pokemon_images/Squawkabilly.jpg,Normal,Flying,"""Cartoon-style vibrant green bird with a distinctive black tuft on its head, smiling and gesturing with one wing extended, showcasing a playful and friendly demeanor."""
Squirtle,pokemon_images/Squirtle.jpg,Water,,"""cartoon character of a small, blue turtle-like creature with large eyes, a round body, and a shell on its back, standing on two legs, with a cheerful expression"""
Stakataka,pokemon_images/Stakataka.jpg,Rock,Steel,"""Fantasy stone creature with a rectangular body, glowing blue accents, and multiple rock-like legs, in a cartoonish style."""
Stantler,pokemon_images/Stantler.jpg,Normal,,"A humorous, cartoonish deer-like creature with distinctive yellow antlers, a rounded body, and a slightly grumpy expression. The scene is vibrant and playful, suitable for a fantasy or animated setting."
Staraptor,pokemon_images/Staraptor.jpg,Normal,Flying,"""Cartoon-style bird with a distinct black and white feather pattern, a prominent red crest on its head, and yellow feet, standing confidently with a slightly tilted posture."""
Staravia,pokemon_images/Staravia.jpg,Normal,Flying,"""Cartoon-style bird with a prominent crest, large orange beak, and star-shaped markings on its chest. The bird has a mix of gray and brown feathers, sharp claws, and a confident expression."""
Starly,pokemon_images/Starly.jpg,Normal,Flying,"A small, cartoonish bird with a round body, a prominent beak, and large, expressive eyes. Its feathers are gray and white, with a distinctive crest on its head and a black and white tail. The bird has an orange beak and small, cute feet."
Starmie,pokemon_images/Starmie.jpg,Water,Psychic,"""An artistic representation of a star-shaped aquatic creature with a purple body and a central pink gemstone, featuring sharp points radiating outward and a golden emblem at its center, set against a simple background."""
Staryu,pokemon_images/Staryu.jpg,Water,,"""An illustrated star-shaped creature with a golden exterior and a central red gem, featuring angular shapes and a shiny finish, resembling a mythical or fantastical being."""
Steelix,pokemon_images/Steelix.jpg,Steel,Ground,"""Steel-type Pokémon, resembling a serpent made of rocks and metal, with a menacing expression and sharp features. The body is segmented with large, rounded spikes and an angular head, featuring red eyes."""
Steenee,pokemon_images/Steenee.jpg,Grass,,"""Whimsical fairy-like creature with large green leaves for ears, bright pink eyes and a cheerful expression, featuring a floral design on its body, surrounded by a playful atmosphere."""
Stonjourner,pokemon_images/Stonjourner.jpg,Rock,,"A rock-type Pokémon with a rugged, stone-like appearance. It has two large, blocky legs and a smaller, square body with arms made of rocks. The design features abstract symbols etched into the stone, giving it an ancient and mystical look. The color palette includes shades of gray and brown, emphasizing its rocky nature."
Stoutland,pokemon_images/Stoutland.jpg,Normal,,"""Fierce, fluffy dog-like creature with spiky fur and a prominent mane, standing confidently on all fours, a blend of cream and gray colors, in a cartoon style."""
Stufful,pokemon_images/Stufful.jpg,Normal,Fighting,"A cute, cartoonish teddy bear-like creature with pink fur and large, round ears, featuring brown limbs and a smiling face, with whimsical wing-like appendages on its sides, in a playful pose."
Stunfisk,pokemon_images/Stunfisk.jpg,Ground,Electric,"""Cartoonish fish-like creature with a brown body, yellow fins, and big expressive eyes, lying flat and looking curiously at the viewer, set against a plain white background."""
Stunky,pokemon_images/Stunky.jpg,Poison,Dark,"""Cartoon-style creature resembling a small, purple and cream cat-like animal with large, expressive eyes, pointed ears, and a bushy tail. The creature has distinct whiskers and sharp claws, embodying a playful yet mischievous demeanor."""
Sudowoodo,pokemon_images/Sudowoodo.jpg,Rock,,"""cartoon character, humanoid figure resembling a tree, brown body with green spherical limbs, smiling face, playful expression, simple and whimsical design"""
Suicune,pokemon_images/Suicune.jpg,Water,,"""A majestic creature resembling a large blue and white canine with flowing purple hair, characterized by long, ribbon-like appendages trailing from its body, standing confidently with a fierce expression against a blank background."""
Sunflora,pokemon_images/Sunflora.jpg,Grass,,"A cheerful flower character with a yellow sunflower-like head, big smiling face, and green stem with two leaf-like appendages, standing in a joyful pose."
Sunkern,pokemon_images/Sunkern.jpg,Grass,,"A cute, cartoonish seed Pokémon with a round body, half brown and half yellow, featuring large expressive eyes and a small pink tongue. It has a green leafy sprout on top, resembling a cheerful, nature-themed character."
Surskit,pokemon_images/Surskit.jpg,Bug,Water,"A cute, cartoonish aquatic creature with a round blue body, a small yellow cap, and long thin legs resembling spider legs, showcasing a cheerful expression with rosy cheeks."
Swablu,pokemon_images/Swablu.jpg,Normal,Flying,"A small, cheerful, light blue bird with cloud-like wings and a round beak, flying joyfully through the sky. The bird has a playful expression and distinctive tail feathers resembling antennae."
Swadloon,pokemon_images/Swadloon.jpg,Bug,Grass,"""Cartoon character, green cocoon-like creature with a yellow face, small pointed ears, and a frown, surrounded by green leaf-like appendages, whimsical and cute design, simple and colorful style."""
Swalot,pokemon_images/Swalot.jpg,Poison,,"A cute purple blob-like creature with a rounded body, featuring a small mouth and two yellow tendrils. It has a single red eye and black diamond patterns on its sides, giving it a whimsical appearance."
Swampert,pokemon_images/Swampert.jpg,Water,Ground,"A vibrant blue amphibious Pokémon with large ears, prominent fins, and an excited expression. It has orange markings on its limbs and a stout body, positioned in a playful stance."
Swanna,pokemon_images/Swanna.jpg,Water,Flying,"A stylized cartoon illustration of a white and blue swan-like creature with an elegant long neck, a small crest on its head, and a sharp yellow beak, standing confidently with plump body contours and webbed feet."
Swellow,pokemon_images/Swellow.jpg,Normal,Flying,"Stylized illustration of a bird character with a streamlined body, sleek wings, and a distinctive two-toned tail. The bird features a vibrant color palette of blue, pink, and white, with striking facial features and a confident stance."
Swinub,pokemon_images/Swinub.jpg,Ice,Ground,"cute, sleeping creature resembling a small, round mammal with brown fur and a pink nose, cartoon style, simple lines, soft shading, adorable and peaceful appearance"
Swirlix,pokemon_images/Swirlix.jpg,Fairy,,"Fluffy, whimsical character resembling a cotton candy puff, with a round, cheerful face featuring large pink eyes and a playful smile. Its body is soft and cloud-like, with pastel purple accents and a small, tapered tail. The character exudes a sense of joy and playfulness."
Swoobat,pokemon_images/Swoobat.jpg,Psychic,Flying,"A cute blue bat-like creature with a heart-shaped nose, large ears, and fluffy white fur, flying with its wings spread wide. It has a playful expression and a long pink tail."
Sylveon,pokemon_images/Sylveon.jpg,Fairy,,"A cute, cartoon-style character resembling a small, elegant creature with large, expressive blue eyes. It has soft, pastel colors featuring pink and white fur, complemented by blue accents. Its design includes long, flowing ears and ribbons that give it a whimsical appearance. The creature stands confidently, with a charming pose, exuding a playful and friendly vibe."
Tadbulb,pokemon_images/Tadbulb.jpg,Electric,,"A cheerful, round creature with a yellow head and a black body, featuring large white spots and a smiling face, with a tail resembling a propeller, cartoon style."
Taillow,pokemon_images/Taillow.jpg,Normal,Flying,"cartoon bird, small swallow, blue and white plumage, pink throat, large eyes, cute style, perched position, vibrant colors, cartoon wildlife"
Talonflame,pokemon_images/Talonflame.jpg,Fire,Flying,"A fierce, fire-based bird Pokémon soaring through the sky with brightly colored feathers, sharp eyes, and distinct yellow and black patterns on its wings. Its wings are spread wide, showcasing strength and agility, with an intense expression that conveys determination."
Tandemaus,pokemon_images/Tandemaus.jpg,Normal,,"Cute cartoon mice characters with large ears, white bodies, and simple facial features, standing side by side and connecting with a curly tail."
Tangela,pokemon_images/Tangela.jpg,Grass,,"A whimsical, creature-like character with a round black face, big white eyes, and a mass of blue, curled tentacles. It has soft, pink, circular feet. The overall appearance is playful and cartoonish, evoking a sense of fun and adventure."
Tangrowth,pokemon_images/Tangrowth.jpg,Grass,,"A fluffy, blue creature with a round body covered in curly fur, featuring large white eyes and two long arms with pink tips. The creature has a playful demeanor and stands on small, rounded feet."
Tapu Bulu,pokemon_images/Tapu Bulu.jpg,Grass,Fairy,"""Animated character of a mythical creature with a black body, wearing a large red headdress with yellow accents and patterns, adorned with gold rings and a bell, striking a dynamic pose."""
Tapu Fini,pokemon_images/Tapu Fini.jpg,Water,Fairy,"Mysterious aquatic creature with a sleek design, wearing a flowing, hooded garment in shades of purple and black, featuring large fins and an ethereal appearance. The character has striking blue eyes, long flowing hair, and an elegant pose, evoking a sense of enchantment and otherworldliness."
Tapu Koko,pokemon_images/Tapu Koko.jpg,Electric,Fairy,"""An animated character resembling a colorful, mythical creature with orange and yellow feathers, holding large decorative drums. The character has a prominent beak, bright green eyes, and an energetic pose that suggests movement and playfulness."""
Tapu Lele,pokemon_images/Tapu Lele.jpg,Psychic,Fairy,"A cute, round Pokémon character with pink hair styled in curls, wearing a large white hat and a pink cloak with geometric patterns, sitting cheerfully with big, expressive eyes. The character has a black body and is surrounded by a soft, rounded shape representing its form."
Tarountula,pokemon_images/Tarountula.jpg,Bug,,"Cute cartoon creature with a round, white body and yarn-like texture, featuring a yellow face with big eyes, and green, spindly legs. It has a playful expression and spiral antennae on top. The design blends elements of an insect and a whimsical character, embodying a fun and imaginative style."
Tatsugiri,pokemon_images/Tatsugiri.jpg,Dragon,Water,"Cute cartoonish fish character, orange body with lighter spots, large expressive eyes, resting on a fluffy cloud, playful and whimsical design."
Tauros,pokemon_images/Tauros.jpg,Normal,,"""An anthropomorphic, cartoonish bull with a muscular build and a thick mane. It has distinctive horn-like structures, two tail-like appendages with blue tips, and features a unique pattern on its forehead. The color palette consists of shades of brown and yellow."""
Teddiursa,pokemon_images/Teddiursa.jpg,Normal,,"A cute, cartoonish bear-like creature with large, expressive eyes and a playful pose. Its fur is primarily orange with a lighter beige spot on its forehead, and it has small claws. The character appears cheerful and endearing, resembling a baby animal."
Tentacool,pokemon_images/Tentacool.jpg,Water,Poison,"""Blue octopus-like creature with red spots, wearing a black hat, and long tentacles, looking slightly annoyed or serious."""
Tentacruel,pokemon_images/Tentacruel.jpg,Water,Poison,"A mysterious, blue jellyfish-like creature with large red eyes and long, flowing tentacles, set against a clean, white background. The creature has a smooth, rounded top and a distinctive, playful expression, embodying a mix of aquatic charm and whimsical design."
Tepig,pokemon_images/Tepig.jpg,Fire,,"Cute cartoon pig Pokémon with a round body, orange and black coloring, large eyes, and a curly tail, happily running."
Terapagos,pokemon_images/Terapagos.jpg,Normal,,"A colorful, cartoonish turtle character with a transparent shell showcasing various glowing patterns, including lightning bolts, and a fluffy blue tail, set against a simple background."
Terrakion,pokemon_images/Terrakion.jpg,Rock,Fighting,"A powerful, muscular creature resembling a gray and orange armored beast with a fierce expression, featuring large dark-brown horns and shoulder pads, standing in a dynamic pose, ready for action."
Thievul,pokemon_images/Thievul.jpg,Dark,,"""Stylized fox with a sleek orange and black coat, standing confidently with a distinctive mask-like pattern on its face and a bushy tail."""
Throh,pokemon_images/Throh.jpg,Fighting,,"A cartoonish red character wearing a traditional martial arts gi with black belt, striking a pose. The character has a stout body, large expressive eyes, and a determined expression, ready for action."
Thundurus,pokemon_images/Thundurus.jpg,Electric,Flying,"A powerful, blue, mythical creature with spiky hair and a fierce expression, holding a chain with spiked balls, surrounded by a cloud. It exudes a sense of strength and dominance, set against a minimalistic background."
Thwackey,pokemon_images/Thwackey.jpg,Grass,,"""A green, monkey-like Pokémon with a yellow face and large expressive eyes, arms crossed and a determined posture. It has a wooden stick on its head and a playful, yet fierce expression, standing against a plain white background."""
Timburr,pokemon_images/Timburr.jpg,Fighting,,"Cute cartoon character with a beige body, large ears, and a mischievous grin, wearing pink accents, playfully holding a wooden plank."
Ting-Lu,pokemon_images/Ting-Lu.jpg,Dark,Ground,"A large, sturdy, dinosaur-like creature with a rocky body and a unique, ancient-looking bowl on its back. The creature has a blend of earthy colors, featuring browns with some reddish accents, and the bowl is adorned with spikes and an aquamarine hue. It stands firmly on four strong legs."
Tinkatink,pokemon_images/Tinkatink.jpg,Fairy,Steel,"A cute, pink cartoon character with a round body and expressive eyes, holding a large purple hammer. The character has a small tuft of hair on its head and a diamond-shaped gem on its chest, giving it a playful yet slightly sad expression."
Tinkaton,pokemon_images/Tinkaton.jpg,Fairy,Steel,"A cute cartoon character wielding a large purple hammer, with a joyful expression, featuring pink and cream-colored fur and a playful stance. The hammer has a metallic appearance with a large head and a whimsical design, suggesting a fun and adventurous theme."
Tinkatuff,pokemon_images/Tinkatuff.jpg,Fairy,Steel,"A cute, cartoonish creature with a pink body and a white ponytail, holding a large purple weapon with a hammer-like end, displaying an angry expression. The character has small limbs and a simplified design, emphasizing its playful yet determined nature."
Tirtouga,pokemon_images/Tirtouga.jpg,Water,Rock,"A blue turtle-like creature with a sleek shell featuring circular patterns, swimming playfully in a cartoon style. Its face showcases a confident expression, highlighting its sharp eyes and flippers."
Toedscool,pokemon_images/Toedscool.jpg,Ground,Grass,"""Animated creature resembling a jellyfish, with a round, pink body featuring a yellow circular pattern, minimal facial features, and a long, wavy appendage extending from its base."""
Toedscruel,pokemon_images/Toedscruel.jpg,Ground,Grass,"""An animated jellyfish-like creature with a black top, pink bulb, and yellow tentacles, featuring a unique facial expression and two long, curved appendages."""
Togedemaru,pokemon_images/Togedemaru.jpg,Electric,Steel,"Cute round Pokémon character with a gray and white body, yellow cheeks, and a playful expression, featuring a small tail with a yellow tip."
Togekiss,pokemon_images/Togekiss.jpg,Fairy,Flying,"A joyful, flying fairy-type creature with a round, white body, blue ears, and red and blue triangular markings on its underside. It has small wings and a cheerful expression, soaring through the sky."
Togepi,pokemon_images/Togepi.jpg,Fairy,,"A cute, egg-shaped Pokémon with a round body covered in colorful triangular patterns, a smiling face, and small limbs, resembling a creature hatching from an egg, with a light yellow hue and a star-like top."
Togetic,pokemon_images/Togetic.jpg,Fairy,Flying,"A cute, small, fairy-like creature with a round body and a happy expression, featuring white skin and colorful markings in red and blue. It has large ears, a simple face, and wings, depicted in a playful pose, conveying a sense of joy and whimsy."
Torchic,pokemon_images/Torchic.jpg,Fire,,"Cute orange bird character with yellow feathers, large expressive eyes, and a small beak, resembling a baby chick, in a cartoonish style."
Torkoal,pokemon_images/Torkoal.jpg,Fire,,"A large, tortoise-like creature with a smoky, volcanic shell, exhaling steam from its nostrils, surrounded by a cloud of ash and smoke, cartoon style."
Tornadus,pokemon_images/Tornadus.jpg,Flying,,"""Whimsical green creature with an exaggerated muscular build, wearing a mischievous expression, emerging from a fluffy cloud with swirling purple and yellow accents, detailed cartoon style."""
Torracat,pokemon_images/Torracat.jpg,Fire,,"A playful, cartoonish feline character with striking orange and black fur, featuring sharp ears and a prominent facial pattern, showcasing bright yellow eyes and an expressive stance, resembling a small, energetic creature ready to pounce."
Torterra,pokemon_images/Torterra.jpg,Grass,Ground,"A large turtle-like creature with a green shell, featuring a prominent tree growing on its back. The shell has rocky elements and spikes adorning its edges. Its face shows a determined expression, and it has sturdy limbs with rounded feet. This character embodies a blend of nature and strength, showcasing a harmonious relationship with the environment."
Totodile,pokemon_images/Totodile.jpg,Water,,"Cartoon-style aquatic dinosaur-like creature with a large mouth, bright blue body, red accents, and a playful expression, standing on two legs with arms raised, conveying a sense of excitement and joy."
Toucannon,pokemon_images/Toucannon.jpg,Normal,Flying,"""Cartoon toucan with a large, colorful beak, standing confidently with blue feet and a playful expression, depicted in a vibrant and stylized design."""
Toxapex,pokemon_images/Toxapex.jpg,Poison,Water,"A cartoonish creature resembling a spiky, blue-and-purple Pokémon, with large, pointed appendages and a small face peeking out from a cave-like structure. The creature has a whimsical, friendly expression, blending elements of fantasy and marine life."
Toxel,pokemon_images/Toxel.jpg,Electric,Poison,"A cute, purple, feline-like creature with large ears and a zigzag white marking on its forehead, crouching playfully. Its eyes have a sleepy expression, and it has a small, curved tail, resembling a cartoonish character."
Toxicroak,pokemon_images/Toxicroak.jpg,Poison,Fighting,"A blue amphibious creature with a muscular build, large round red belly, sharp claws, and a spiky head, striking a dynamic pose with arms outstretched. The creature features a mischievous grin, yellow eyes, and wears a black stripe design on its limbs."
Toxtricity,pokemon_images/Toxtricity.jpg,Electric,Poison,"Stylized cartoon characters resembling electric-type amphibious creatures, one colored in purples and yellows with spiky yellow accents, and the other in blues with spiky blue accents, both with humanoid features and unique facial expressions, showcasing a contrasting color scheme."
